"nombre","simbolo","mercado","ultimo","compra","venta","horario_ampliado","horario_ampliado_%","apertura","anterior","maximo","minimo","var","%_var","vol","fecha_prox_resultados","hora","cap_mercado","ganancia","vol_promedio_3m","bpa","per","beta","dividendo","rendimiento","5_minutos","15_minutos","30_minutos","1_hora","5_horas","diario","semanal","mensual","diario","semanal","mensual","anual","1_anio","3_anios"
"Deutsche Telekom AG","DTEN.MX","MX","295.93","-","-","--","--","295.93","320.00","295.93","295.93","0.00","0.00%","-","14.05.2020","17/03","1.44T","","8,455","-","-","-","-","-","Compra","Compra","Compra fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","0.00%","-7.52%","-9.78%","-12.48%","-10.91%"
"Diamond Offshore Drilling Inc","DO.MX","MX","75.99","71.05","76.00","--","--","74.69","184.13","77.99","74.69","+0.00","+0.00%","-","04.05.2020","11/02","6,250,000,000","","71,158","-","-","-","-","-","Neutral","Neutral","Compra","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","0.00%","0.00%","-58.73%","-62.58%","-74.37%"
"Dollar Tree Inc","DLTR.MX","MX","1,813.02","1,778.00","1,834.00","--","--","1,813.02","1,903.00","1,813.02","1,813.02","-89.98","-4.73%","18","21.05.2020","13:10:58","423,620,000,000","","2,156","-","-","-","-","-","Neutral","Venta fuerte","Venta fuerte","Venta","Compra","Compra fuerte","Compra fuerte","Neutral","-4.73%","11.42%","10.96%","2.66%","-9.82%","26.78%"
"DISH Network Corporation","DISH.MX","MX","778.00","-","-","--","--","778.00","762.00","778.00","778.00","+0.00","+0.00%","-","29.04.2020","20/02","259,930,000,000","","4,939","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Neutral","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","0.00%","0.00%","15.46%","30.32%","-33.49%"
"Distribuidora Internacional de Alimentación S.A.","DIDAN.MX","MX","5.57","-","-","--","--","5.57","5.21","5.57","5.57","+0.00","+0.00%","-","12.05.2020","04/02","14,740,000,000","225,290,000","49,500","-","-","-","-","-","","","","","","","","","0.00%","99.14%","99.14%","99.14%","-0.00%","-94.94%"
"Citrix Systems Inc","CTXS.MX","MX","2,892.64","-","-","--","--","2,800.00","2,303.58","2,893.11","2,800.00","+0.00","+0.00%","-","22.04.2020","17/03","426,490,000,000","","1,767","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","0.00%","26.57%","33.03%","66.24%","90.31%"
"Cooper Companies Inc","COO.MX","MX","6,587.00","-","-","--","--","6,587.00","6,520.00","6,587.00","6,587.00","+0.00","+0.00%","-","04.06.2020","05/02","340,580,000,000","","1,082","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","0.00%","0.00%","7.95%","17.77%","74.58%"
"Cabot Oil & Gas Corporation","COG.MX","MX","419.00","-","-","--","--","419.00","367.00","419.00","419.00","+0.00","+0.00%","-","24.04.2020","25/03","158,140,000,000","","13,967","-","-","-","-","-","Neutral","Compra","Compra fuerte","Neutral","Venta fuerte","Venta","Venta","Venta fuerte","0.00%","14.17%","28.48%","20.75%","-15.27%","-6.68%"
"Chipotle Mexican Grill Inc","CMG.MX","MX","16,817.00","-","-","--","--","16,817.00","13,892.15","16,817.00","16,817.00","+0.00","+0.00%","-","21.04.2020","24/03","404,140,000,000","","126","-","-","-","-","-","Compra","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","21.05%","-1.28%","6.40%","24.50%","112.82%"
"Carrefour SA","CAN.MX","MX","374.96","-","-","--","--","374.96","318.78","374.96","374.96","+0.00","+0.00%","-","28.04.2020","18/03","295,290,000,000","","14,646","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Neutral","0.00%","0.00%","17.62%","17.70%","3.22%","-19.92%"
"BNP Paribas SA","BNPN.MX","MX","728.20","-","-","--","--","728.20","710.40","728.20","728.20","+0.00","+0.00%","-","05.05.2020","24/03","969,210,000,000","","2,453","-","-","-","-","-","Compra fuerte","Compra","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","2.51%","-34.89%","-34.89%","-18.09%","-41.80%"
"Bolsas y Mercados Españoles","BMEN.MX","MX","707.56","-","-","--","--","707.56","707.53","707.56","707.56","+0.00","+0.00%","-","29.04.2020","10/02","72,560,000,000","9,590,000","14,667","-","-","-","-","-","Compra fuerte","Compra","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","0.00%","0.00%","-4.19%","29.98%","13.26%"
"Berkeley Group Holdings PLC","BKGN.MX","MX","1,033.29","-","-","--","--","1,033.29","992.97","1,033.29","1,033.29","+40.32","+4.06%","3,795","--","09:25:45","133,300,000,000","","3,947","-","-","-","-","-","Neutral","Neutral","Neutral","Neutral","Compra","Compra fuerte","Compra","Compra fuerte","4.06%","5.75%","-19.84%","-14.63%","43.54%","40.74%"
"Best Buy Co Inc","BBY.MX","MX","1,512.50","-","-","--","--","1,512.50","1,705.00","1,512.50","1,512.50","0.00","0.00%","-","21.05.2020","28/02","382,750,000,000","","579","-","-","-","-","-","Venta","Venta","Venta fuerte","Venta","Neutral","Neutral","Neutral","Compra fuerte","0.00%","0.00%","0.00%","-8.27%","9.44%","80.06%"
"Baxter International Inc","BAX.MX","MX","1,846.78","-","-","--","--","1,763.36","1,763.36","1,846.78","1,846.78","+83.42","+4.73%","898","30.04.2020","13:08:54","937,440,000,000","","2,159","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","-3.22%","3.67%","7.65%","14.58%","73.34%"
"BASF SE","BASN.MX","MX","1,070.13","-","-","--","--","1,070.13","1,498.73","1,070.13","1,070.13","-428.60","-28.60%","765","30.04.2020","10:30:32","14,650,000,000","2,330,000,000","935","-","-","-","-","-","","","","","","","","","-28.60%","-28.60%","-28.60%","-28.60%","-26.58%","-41.63%"
"Credicorp Ltd","BAPN.MX","MX","3,130.34","-","-","--","--","3,130.34","3,718.99","3,130.34","3,130.34","0.00","0.00%","-","07.05.2020","18/03","239,200,000,000","","3,245","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-0.00%","-14.19%","-22.23%","-32.15%","-0.92%"
"Axa SA","AXAN.MX","MX","395.84","-","-","--","--","395.84","419.98","395.84","395.84","-24.14","-5.75%","2,180","05.05.2020","09:09:38","7,840,000,000","","13,582","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-5.75%","21.07%","-18.69%","-25.78%","-19.75%","-17.06%"
"Air Transport Services Group Inc","ATSG.MX","MX","409.80","-","-","--","--","409.80","312.14","409.80","409.80","+0.00","+0.00%","-","12.05.2020","18/03","23,970,000,000","","11,581","-","-","-","-","-","Neutral","Compra","Compra fuerte","Compra","Neutral","Neutral","Neutral","Venta","0.00%","0.00%","4.41%","-2.95%","2.92%","36.69%"
"Anthem Inc","ANTM.MX","MX","4,950.00","-","-","--","--","4,950.00","5,370.00","4,950.00","4,950.00","0.00","0.00%","-","29.04.2020","28/02","1.34T","","295","-","-","-","-","-","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Neutral","Neutral","0.00%","0.00%","0.00%","-12.76%","-9.51%","61.37%"
"Allianz","ALVN.MX","MX","3,570.86","-","-","--","--","3,570.86","4,677.20","3,570.86","3,570.86","0.00","0.00%","-","12.05.2020","23/03","2,780,000,000","3,520,000,000","1,359","-","-","-","-","-","Venta","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","0.00%","-23.65%","-23.65%","-17.97%","-16.26%","1.27%"
"Allegion PLC","ALLEN.MX","MX","2,290.00","-","-","--","--","2,290.00","2,476.78","2,290.00","2,290.00","0.00","0.00%","-","23.04.2020","02/03","200,420,000,000","","950","-","-","-","-","-","Neutral","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","0.00%","-7.54%","-2.57%","34.56%","67.21%"
"AK Steel Holding Corporation","AKS.MX","MX","34.00","34.12","38.40","--","--","34.00","38.40","34.00","34.00","0.00","0.00%","-","04.05.2020","12/03","11,500,000,000","","5,149","-","-","-","-","-","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","0.00%","-24.46%","-45.16%","-33.33%","-74.46%"
"Aeroports de Paris SA","ADPN.MX","MX","3,830.61","-","-","--","--","3,830.61","3,784.29","3,830.61","3,830.61","+0.00","+0.00%","-","23.04.2020","04/02","250,700,000,000","","18,123","-","-","-","-","-","","","","","","","","","0.00%","-0.00%","-0.00%","-0.00%","3.50%","63.09%"
"Acerinox","ACXN.MX","MX","165.24","-","-","--","--","165.24","191.66","165.24","165.24","0.00","0.00%","-","23.04.2020","13/03","41,980,000,000","157,890,000","41,500","-","-","-","-","-","Neutral","Compra","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-0.00%","-13.78%","-19.65%","-18.41%","-38.87%"
"Accor SA","ACCN.MX","MX","717.75","-","-","--","--","717.75","797.33","717.75","717.75","0.00","0.00%","-","22.04.2020","05/03","184,860,000,000","","4,067","-","-","-","-","-","Neutral","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","0.00%","-9.98%","-16.56%","-9.16%","-11.56%"
"Almaden Minerals Ltd","AAUN.MX","MX","10.500","10.400","10.500","--","--","10.500","10.500","10.500","10.500","0.00","0.00%","-","26.03.2020","04/02","791,420,000","","1,330","-","-","-","-","-","","","","","","","","","0.00%","0.00%","0.00%","0.00%","-7.89%","-53.33%"
"Global Dominion Access SA","DOMN.MX","MX","75.630","-","-","--","--","75.630","74.590","75.630","75.630","+0.00","+0.00%","-","27.03.2020","28/02","10,510,000,000","38,090,000","18,667","-","-","-","-","-","Compra fuerte","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","0.00%","0.00%","-2.39%","-27.06%","2.48%"
"Planigrupo Latam SAPI de CV","PLANI.MX","MX","19.00","-","-","--","--","19.00","20.00","19.00","19.00","0.00","0.00%","-","03.06.2020","04/02","7,280,000,000","1,490,000,000","616","1.41","-","-","-","-","","","","","","","","","0.00%","0.00%","0.00%","0.00%","0.00%","-5.00%"
"UBS Group AG","UBSN.MX","MX","227.41","-","-","--","--","218.43","202.20","227.41","218.43","+0.00","+0.00%","-","28.04.2020","25/03","807,860,000,000","441,430,000","54,136","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Neutral","Neutral","Venta fuerte","0.00%","13.31%","3.08%","-3.42%","-2.30%","-23.89%"
"Vinci SA","DGN.MX","MX","1,891.54","-","-","--","--","1,891.54","2,151.09","1,891.54","1,891.54","0.00","0.00%","-","23.04.2020","10/03","1.03T","","1,670","-","-","-","-","-","Neutral","Neutral","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","-0.00%","-12.07%","-1.18%","-2.62%","30.03%"
"Meggitt PLC","MGGTN.MX","MX","139.25","-","-","--","--","139.25","169.30","139.25","139.25","0.00","0.00%","-","05.08.2020","04/03","70,150,000,000","","11,218","-","-","-","-","-","Neutral","Compra","Neutral","Neutral","Neutral","Neutral","Compra","Compra","0.00%","0.00%","-17.75%","-12.44%","2.57%","29.66%"
"China Biologic Products Inc","CBPON.MX","MX","1,500.00","-","-","--","--","1,500.00","1,487.30","1,500.00","1,500.00","+0.00","+0.00%","-","01.05.2020","04/02","97,300,000,000","","6","-","-","-","-","-","","","","","","","","","0.00%","0.00%","0.00%","0.00%","0.00%","-34.53%"
"Engie SA","ENGIN.MX","MX","249.33","-","-","--","--","249.33","310.50","249.33","249.33","0.00","0.00%","-","12.05.2020","17/03","617,470,000,000","","6,657","-","-","-","-","-","Neutral","Neutral","Neutral","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-0.00%","-19.70%","-19.91%","-19.91%","1.68%"
"Kraft Heinz Co","KHC.MX","MX","585.0","-","-","--","--","585.0","537.0","585.0","585.0","+0.00","+0.00%","-","29.04.2020","25/03","707,930,000,000","","1,451","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Neutral","Venta fuerte","0.00%","9.14%","22.90%","-2.87%","-7.87%","-65.93%"
"Valmex Corporativo Sa De Cv B1Nc","VLX16B1NC.MX","MX","48.8776","-","-","--","--","48.8776","48.8700","48.8776","48.8776","+0.00","+0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","-0.00%","-0.00%","-0.00%","-0.00%","8.71%"
"Vector Fondo Md Siid B","VECTMF1.MX","MX","14.8340","-","-","--","--","14.8340","14.8315","14.8340","14.8340","+0.00","+0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","0.00%","0.00%","0.00%","0.00%","7.10%"
"Value Monterrey Sa De Cv Sirv B","VALUEV5B.MX","MX","13.9681","-","-","--","--","14.1599","13.9140","13.9681","13.9681","+0.0541","+0.39%","-","--","11:43:21","-","","1","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Venta","Neutral","0.39%","14.69%","2.75%","-2.45%","0.15%","-9.50%"
"Valorum Tres Sa De Cv B","VALOR3MB.MX","MX","2.7542","-","-","--","--","2.7542","2.7537","2.7542","2.7542","+0.00","+0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","0.00%","0.00%","0.00%","0.00%","7.52%"
"Valmex De Rendimiento Sa De Cv Sirv B1","VALMX20B1.MX","MX","9.2162","-","-","--","--","9.2162","9.2283","9.2162","9.2162","0.00","0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","-0.00%","-0.00%","-0.00%","2.37%","-11.33%"
"Proteak Uno SAB de CV","TEAKCPO.MX","MX","6.90","6.58","6.90","--","--","6.90","6.99","6.90","6.90","0.00","0.00%","-","--","25/03","3,630,000,000","343,180,000","1,404","-0.4","-","-0.08","-","-","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-1.29%","-1.43%","-0.72%","-49.64%","-66.18%"
"Santander De Deuda Prevision Social Dos Siid B","STER22B.MX","MX","45.8863","-","-","--","--","45.8863","45.8785","45.8863","45.8863","+0.00","+0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","0.00%","0.00%","0.00%","0.00%","7.96%"
"Santander Plus De Corto Plazo Sa De Cv B","STER1PB.MX","MX","137.17","-","-","--","--","137.17","137.15","137.17","137.17","+0.00","+0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","0.00%","0.00%","0.00%","0.00%","6.97%"
"Santander De Deuda Gubernamental Sa De Cv Siid M0","SANTANGM0.MX","MX","1.8641","-","-","--","--","1.8512","1.8639","1.8641","1.8641","+0.0002","+0.01%","-","--","10:45:24","-","","1","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.01%","0.09%","0.36%","1.08%","5.91%","4.60%"
"Interacciones 1 Sa De Cv Siid B5","INTERMDB5.MX","MX","4.5931","-","-","--","--","4.5931","4.5908","4.5931","4.5931","+0.00","+0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","-0.00%","-0.00%","-0.00%","0.89%","13.90%"
"Interacciones Pm 1 Sa De Cv Siid B","INTERM1B.MX","MX","84.8466","-","-","--","--","84.8466","84.7929","84.8466","84.8466","+0.00","+0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","-0.00%","-0.00%","-0.00%","0.01%","-0.05%"
"Inburex Sa De Cv Siid B","INBUREXB.MX","MX","34.7707","-","-","--","--","34.5741","34.7198","34.7707","34.7707","+0.0509","+0.15%","-","--","09:14:57","-","","1","-","-","-","-","-","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Compra fuerte","Compra fuerte","0.15%","0.24%","-0.05%","1.33%","7.37%","23.23%"
"Hsbc-V3 Sa De Cv Sirv Bfp","HBCBOLBFP.MX","MX","38.3199","-","-","--","--","38.3199","38.5825","38.3199","38.3199","0.00","0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","-0.00%","-0.00%","-0.00%","-0.00%","-1.41%"
"Gbm Inversiones Bursatiles Sa De Cv Sirv Bo","GBMV1BO.MX","MX","47.1910","-","-","--","--","52.2123","46.8273","47.1910","47.1910","+0.0000","+0.00%","-","--","26/03","-","","1","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta","Venta","Venta","Venta","Venta fuerte","Venta fuerte","0.00%","0.45%","-5.53%","-11.34%","-13.90%","-26.98%"
"Gbm Fondo Personas Morales Exentas Be","GBMM3BE.MX","MX","9.3995","-","-","--","--","9.3107","9.3998","9.3995","9.3995","0.0000","0.00%","-","--","26/03","-","","1","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","0.05%","0.41%","1.55%","7.25%","23.34%"
"Gbm Valores De Deuda Sa De Cv Siid Bf","GBMF3BF.MX","MX","6.6311","-","-","--","--","6.5867","6.6303","6.6311","6.6311","+0.0000","+0.00%","-","--","26/03","-","","1","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","-0.02%","0.24%","1.21%","6.31%","20.01%"
"Bbva Bancomer Deuda Empresas Sa Cv Siid B","FPYMEB.MX","MX","24.4249","-","-","--","--","24.4249","24.4213","24.4249","24.4249","+0.00","+0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","-0.00%","-0.00%","-0.00%","-0.00%","6.21%"
"Dinamico De Inversiones Bursatiles Sa Cv B","FONIBURB.MX","MX","337.88","-","-","--","--","362.32","337.93","337.88","337.88","-0.05","-0.01%","-","--","09:14:57","-","","1","-","-","-","-","-","Venta","Neutral","Venta","Venta","Venta","Venta","Venta fuerte","Neutral","-0.01%","-0.94%","-2.87%","-6.46%","-1.04%","3.43%"
"Renta Variable Finamex SA de CV FIRV A","FINDICA.MX","MX","175.35","-","-","--","--","175.35","176.33","175.35","175.35","0.00","0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","-0.00%","-0.00%","-0.00%","-0.00%","-2.64%"
"Dinero Inbursa Sa De Cv B","DINBUR1B.MX","MX","15.0494","-","-","--","--","14.9401","15.0476","15.0494","15.0494","+0.0018","+0.01%","-","--","09:14:57","-","","1","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.01%","0.10%","0.36%","1.19%","6.08%","19.95%"
"Bbva Bancomer Indizado Sa Cv P","BMERINDP.MX","MX","69.4240","-","-","--","--","90.4897","68.7178","69.4240","69.4240","+0.7062","+1.03%","-","--","10:39:39","-","","1","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","1.03%","2.09%","-16.23%","-20.49%","-18.09%","-30.18%"
"Latin 3 Sa De Cv C","AXESMPF1.MX","MX","2.2238","-","-","--","--","2.2238","2.2235","2.2238","2.2238","+0.00","+0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","0.00%","0.00%","0.00%","0.00%","6.89%"
"Latin 5 Sa De Cv B","AXESCPF1.MX","MX","2.2039","-","-","--","--","2.2039","2.2035","2.2039","2.2039","+0.00","+0.00%","-","--","04/02","-","","1","-","-","-","-","-","","","","","","","","","0.00%","-0.00%","-0.00%","-0.00%","-0.00%","6.38%"
"Afirplus Sa De Cv Siid B","AFIRPLUB.MX","MX","240.78","-","-","--","--","239.05","240.75","240.78","240.78","+0.03","+0.01%","-","--","08:41:48","-","","1","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.01%","0.09%","0.35%","1.14%","5.98%","19.78%"
"Afircor Sa De Cv Sirv B","AFIRCORB.MX","MX","235.88","-","-","--","--","241.94","234.18","235.88","235.88","+1.70","+0.73%","-","--","08:41:48","-","","1","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra","Compra","Compra","Neutral","Compra","0.73%","1.85%","3.73%","-5.76%","1.07%","31.06%"
"Telefonica Brasil SA","VIVN.MX","MX","266.96","-","-","--","--","266.96","252.50","266.96","266.96","+0.00","+0.00%","-","22.04.2020","04/02","435,410,000,000","","42,000","-","-","-","-","-","Neutral","Compra fuerte","Compra fuerte","Neutral","Neutral","Compra","Compra fuerte","Compra fuerte","0.00%","0.00%","0.00%","5.73%","5.73%","-6.66%"
"Canon Inc ADR","CAJN.MX","MX","529.01","-","-","--","--","529.01","531.00","529.01","529.01","0.00","0.00%","-","22.04.2020","04/02","558,610,000,000","","387","-","-","-","-","-","","","","","","","","","0.00%","-0.00%","-0.00%","-0.00%","-0.00%","0.84%"
